x,y,value
177,37,176
176,37,175
175,37,174
174,37,176
173,37,176
172,37,177
171,37,177
170,37,176
169,37,175
168,37,175
167,37,174
166,37,174
165,37,174
164,37,174
163,37,174
162,37,173
161,37,174
160,37,175
159,37,176
158,37,175
157,37,175
156,37,175
155,37,174
154,37,175
153,37,175
152,37,175
151,37,175
150,37,174
149,37,175
148,37,175
147,37,175
146,37,174
145,37,174
144,37,175
143,37,175
142,37,175
141,37,174
140,37,175
139,37,175
138,37,175
137,37,175
136,37,175
135,37,175
134,37,175
133,37,175
132,37,175
131,37,175
130,37,175
129,37,175
128,37,176
127,37,176
126,37,176
125,37,176
124,37,175
123,37,176
122,37,176
121,37,176
120,37,176
119,37,176
118,37,176
117,37,177
116,37,176
115,37,177
114,37,177
113,37,178
112,37,176
111,37,176
110,37,176
109,37,176
108,37,177
107,37,176
106,37,176
105,37,176
104,37,176
103,37,174
102,37,168
101,37,159
100,37,150
99,37,143
98,37,139
97,37,137
96,37,136
95,37,134
94,37,134
93,37,136
92,37,135
91,37,133
90,37,134
89,37,133
88,37,132
87,37,131
86,37,131
85,37,132
84,37,132
83,37,134
82,37,135
81,37,135
80,37,137
79,37,139
78,37,139
77,37,138
76,37,136
75,37,136
74,37,137
73,37,137
72,37,136
71,37,133
70,37,131
69,37,130
68,37,128
67,37,126
66,37,125
65,37,124
64,37,126
63,37,126
62,37,130
61,37,132
60,37,134
59,37,136
58,37,138
57,37,139
56,37,139
55,37,138
54,37,136
53,37,136
52,37,137
51,37,142
50,37,152
49,37,162
48,37,169
47,37,174
46,37,176
45,37,177
44,37,177
43,37,177
42,37,178
41,37,178
40,37,178
39,37,178
38,37,178
37,37,178
36,37,179
35,37,179
34,37,179
33,37,179
32,37,180
31,37,180
30,37,181
29,37,180
28,37,180
27,37,180
26,37,181
25,37,180
24,37,180
23,37,181
22,37,180
21,37,180
20,37,180
19,37,179
18,37,178
17,37,178
16,37,177
15,37,176
14,37,176
13,37,175
12,37,175
11,37,175
10,37,175
9,37,175
8,37,176
7,37,176
6,37,177
5,37,176
4,37,177
3,37,177
2,37,177
1,37,177
0,37,177
0,38,177
1,38,178
2,38,178
3,38,178
4,38,178
5,38,178
6,38,179
7,38,180
8,38,181
9,38,181
10,38,181
11,38,181
12,38,181
13,38,181
14,38,181
15,38,181
16,38,182
17,38,182
18,38,181
19,38,181
20,38,181
21,38,181
22,38,181
23,38,182
24,38,182
25,38,182
26,38,182
27,38,182
28,38,182
29,38,181
30,38,180
31,38,180
32,38,179
33,38,178
34,38,178
35,38,175
36,38,176
37,38,175
38,38,175
39,38,175
40,38,175
41,38,175
42,38,174
43,38,174
44,38,175
45,38,176
46,38,177
47,38,178
48,38,179
49,38,180
50,38,180
51,38,181
52,38,181
53,38,181
54,38,181
55,38,181
56,38,181
57,38,181
58,38,180
59,38,180
60,38,180
61,38,180
62,38,180
63,38,181
64,38,181
65,38,181
66,38,180
67,38,180
68,38,180
69,38,178
70,38,173
71,38,166
72,38,154
73,38,145
74,38,141
75,38,139
76,38,141
77,38,141
78,38,140
79,38,138
80,38,136
81,38,136
82,38,136
83,38,136
84,38,135
85,38,134
86,38,133
87,38,132
88,38,132
89,38,132
90,38,132
91,38,134
92,38,134
93,38,135
94,38,135
95,38,135
96,38,136
97,38,137
98,38,138
99,38,137
100,38,136
101,38,136
102,38,136
103,38,137
104,38,138
105,38,139
106,38,138
107,38,136
108,38,135
109,38,134
110,38,133
111,38,133
112,38,132
113,38,132
114,38,131
115,38,131
116,38,131
117,38,133
118,38,133
119,38,134
120,38,135
121,38,137
122,38,141
123,38,148
124,38,161
125,38,168
126,38,172
127,38,175
128,38,175
129,38,176
130,38,176
131,38,176
132,38,176
133,38,177
134,38,177
135,38,176
136,38,176
137,38,176
138,38,176
139,38,176
140,38,176
141,38,176
142,38,176
143,38,176
144,38,175
145,38,175
146,38,175
147,38,175
148,38,175
149,38,175
150,38,175
151,38,175
152,38,176
153,38,175
154,38,175
155,38,174
156,38,175
157,38,175
158,38,175
159,38,175
160,38,175
161,38,175
162,38,175
163,38,174
164,38,174
165,38,174
166,38,175
167,38,175
168,38,174
169,38,174
170,38,174
171,38,174
172,38,174
173,38,174
174,38,174
175,38,175
176,38,174
177,38,174
178,38,174
179,38,174
180,38,175
181,38,176
182,38,175
183,38,175
184,38,175
185,38,175
186,38,174
187,38,174
188,38,174
189,38,174
190,38,174
191,38,174
192,38,174
193,38,175
194,38,175
195,38,175
196,38,176
197,38,177
198,38,177
199,38,177
200,38,176
201,38,176
202,38,174
203,38,174
204,38,174
205,38,175
206,38,175
207,38,175
208,38,174
209,38,175
210,38,175
211,38,176
211,39,175
210,39,174
209,39,172
208,39,168
207,39,163
206,39,160
205,39,158
204,39,158
203,39,157
202,39,158
201,39,159
200,39,159
199,39,159
198,39,160
197,39,160
196,39,160
195,39,160
194,39,159
193,39,157
192,39,157
191,39,157
190,39,156
189,39,155
188,39,156
187,39,157
186,39,164
185,39,170
184,39,173
183,39,175
182,39,175
181,39,175
180,39,174
179,39,175
178,39,176
177,39,175
176,39,175
175,39,175
174,39,174
173,39,176
172,39,176
171,39,176
170,39,175
169,39,175
168,39,174
167,39,176
166,39,174
165,39,174
164,39,174
163,39,174
162,39,174
161,39,174
160,39,175
159,39,175
158,39,175
157,39,173
156,39,174
155,39,174
154,39,174
153,39,174
152,39,174
151,39,174
150,39,175
149,39,175
148,39,174
147,39,174
146,39,175
145,39,175
144,39,175
143,39,175
142,39,174
141,39,175
140,39,175
139,39,175
138,39,175
137,39,175
136,39,175
135,39,175
134,39,175
133,39,175
132,39,175
131,39,175
130,39,175
129,39,175
128,39,175
127,39,175
126,39,174
125,39,176
124,39,176
123,39,175
122,39,176
121,39,176
120,39,176
119,39,176
118,39,176
117,39,176
116,39,176
115,39,176
114,39,176
113,39,176
112,39,176
111,39,176
110,39,176
109,39,176
108,39,177
107,39,176
106,39,176
105,39,176
104,39,175
103,39,169
102,39,160
101,39,151
100,39,143
99,39,138
98,39,137
97,39,136
96,39,136
95,39,134
94,39,135
93,39,134
92,39,133
91,39,133
90,39,131
89,39,129
88,39,129
87,39,132
86,39,135
85,39,136
84,39,135
83,39,134
82,39,132
81,39,132
80,39,130
79,39,130
78,39,132
77,39,135
76,39,134
75,39,132
74,39,131
73,39,132
72,39,132
71,39,131
70,39,131
69,39,131
68,39,129
67,39,129
66,39,128
65,39,128
64,39,129
63,39,130
62,39,130
61,39,129
60,39,129
59,39,130
58,39,131
57,39,133
56,39,134
55,39,135
54,39,134
53,39,134
52,39,132
51,39,134
50,39,140
49,39,152
48,39,163
47,39,170
46,39,174
45,39,176
44,39,177
43,39,178
42,39,178
41,39,179
40,39,179
39,39,179
38,39,180
37,39,179
36,39,180
35,39,180
34,39,180
33,39,180
32,39,180
31,39,180
30,39,180
29,39,180
28,39,181
27,39,180
26,39,181
25,39,180
24,39,181
23,39,180
22,39,180
21,39,180
20,39,180
19,39,179
18,39,179
17,39,178
16,39,178
15,39,177
14,39,177
13,39,176
12,39,176
11,39,175
10,39,175
9,39,175
8,39,175
7,39,175
6,39,176
5,39,176
4,39,176
3,39,176
2,39,175
1,39,176
0,39,176
0,40,177
1,40,177
2,40,178
3,40,177
4,40,177
5,40,177
6,40,177
7,40,176
8,40,176
9,40,176
10,40,175
11,40,174
12,40,175
13,40,176
14,40,178
15,40,180
16,40,180
17,40,182
18,40,181
19,40,180
20,40,181
21,40,181
22,40,181
23,40,181
24,40,182
25,40,182
26,40,181
27,40,181
28,40,181
29,40,181
30,40,180
31,40,179
32,40,178
33,40,176
34,40,177
35,40,175
36,40,174
37,40,173
38,40,174
39,40,174
40,40,174
41,40,174
42,40,174
43,40,174
44,40,175
45,40,176
46,40,177
47,40,177
48,40,178
49,40,179
50,40,179
51,40,180
52,40,180
53,40,180
54,40,180
55,40,180
56,40,180
57,40,180
58,40,181
59,40,181
60,40,181
61,40,180
62,40,180
63,40,180
64,40,180
65,40,180
66,40,180
67,40,180
68,40,178
69,40,174
70,40,167
71,40,158
72,40,148
73,40,144
74,40,141
75,40,138
76,40,136
77,40,135
78,40,134
79,40,135
80,40,135
81,40,135
82,40,134
83,40,134
84,40,132
85,40,131
86,40,130
87,40,128
88,40,128
89,40,129
90,40,129
91,40,131
92,40,132
93,40,132
94,40,130
95,40,131
96,40,131
97,40,130
98,40,132
99,40,134
100,40,134
101,40,134
102,40,133
103,40,132
104,40,133
105,40,133
106,40,133
107,40,133
108,40,133
109,40,132
110,40,131
111,40,129
112,40,129
113,40,129
114,40,130
115,40,131
116,40,131
117,40,132
118,40,133
119,40,134
120,40,134
121,40,133
122,40,134
123,40,139
124,40,150
125,40,163
126,40,169
127,40,172
128,40,172
129,40,174
130,40,174
131,40,175
132,40,175
133,40,176
134,40,176
135,40,176
136,40,175
137,40,175
138,40,175
139,40,176
140,40,175
141,40,176
142,40,176
143,40,175
144,40,175
145,40,175
146,40,175
147,40,175
148,40,175
149,40,174
150,40,174
151,40,174
152,40,174
153,40,174
154,40,174
155,40,174
156,40,174
157,40,174
158,40,174
159,40,174
160,40,174
161,40,174
162,40,174
163,40,174
164,40,174
165,40,174
166,40,174
167,40,174
168,40,173
169,40,174
170,40,174
171,40,176
172,40,174
173,40,174
174,40,174
175,40,175
176,40,174
177,40,175
178,40,174
179,40,174
180,40,174
181,40,174
182,40,174
183,40,175
184,40,174
185,40,175
186,40,175
187,40,174
188,40,174
189,40,174
190,40,175
191,40,174
192,40,175
193,40,174
194,40,174
195,40,175
196,40,176
197,40,177
198,40,177
199,40,176
200,40,177
201,40,176
202,40,175
203,40,175
204,40,176
205,40,177
206,40,178
207,40,178
208,40,177
209,40,176
210,40,176
211,40,177
211,41,178
210,41,178
209,41,176
208,41,173
207,41,167
206,41,163
205,41,161
204,41,160
203,41,159
202,41,158
201,41,157
200,41,157
199,41,157
198,41,157
197,41,157
196,41,157
195,41,157
194,41,157
193,41,156
192,41,157
191,41,159
190,41,158
189,41,158
188,41,158
187,41,159
186,41,163
185,41,169
184,41,172
183,41,174
182,41,175
181,41,175
180,41,176
179,41,176
178,41,177
177,41,176
176,41,175
175,41,175
174,41,176
173,41,176
172,41,177
171,41,177
170,41,176
169,41,175
168,41,174
167,41,174
166,41,174
165,41,174
164,41,174
163,41,174
162,41,174
161,41,174
160,41,174
159,41,174
158,41,175
157,41,175
156,41,174
155,41,175
154,41,175
153,41,175
152,41,174
151,41,174
150,41,174
149,41,175
148,41,174
147,41,175
146,41,174
145,41,175
144,41,175
143,41,175
142,41,174
141,41,173
140,41,173
139,41,173
138,41,173
137,41,174
136,41,174
135,41,174
134,41,175
133,41,174
132,41,174
131,41,174
130,41,174
129,41,175
128,41,175
127,41,174
126,41,175
125,41,175
124,41,175
123,41,175
122,41,175
121,41,177
120,41,176
119,41,176
118,41,176
117,41,176
116,41,176
115,41,176
114,41,175
113,41,176
112,41,176
111,41,176
110,41,176
109,41,176
108,41,176
107,41,176
106,41,176
105,41,175
104,41,171
103,41,163
102,41,154
101,41,147
100,41,141
99,41,138
98,41,135
97,41,132
96,41,132
95,41,133
94,41,133
93,41,133
92,41,133
91,41,132
90,41,132
89,41,132
88,41,132
87,41,133
86,41,134
85,41,135
84,41,133
83,41,132
82,41,133
81,41,132
80,41,133
79,41,134
78,41,133
77,41,134
76,41,135
75,41,135
74,41,135
73,41,133
72,41,131
71,41,129
70,41,129
69,41,130
68,41,130
67,41,130
66,41,129
65,41,127
64,41,125
63,41,124
62,41,126
61,41,128
60,41,128
59,41,128
58,41,130
57,41,131
56,41,132
55,41,132
54,41,130
53,41,130
52,41,129
51,41,130
50,41,132
49,41,139
48,41,151
47,41,162
46,41,169
45,41,174
44,41,176
43,41,177
42,41,178
41,41,178
40,41,179
39,41,179
38,41,179
37,41,179
36,41,180
35,41,180
34,41,181
33,41,180
32,41,180
31,41,179
30,41,180
29,41,180
28,41,180
27,41,180
26,41,180
25,41,180
24,41,180
23,41,179
22,41,180
21,41,179
20,41,179
19,41,178
18,41,178
17,41,177
16,41,177
15,41,176
14,41,175
13,41,175
12,41,174
11,41,174
10,41,174
9,41,174
8,41,175
7,41,175
6,41,175
5,41,175
4,41,175
3,41,175
2,41,176
1,41,175
0,41,176
0,42,176
1,42,177
2,42,176
3,42,176
4,42,177
5,42,176
6,42,176
7,42,175
8,42,175
9,42,176
10,42,175
11,42,174
12,42,174
13,42,174
14,42,174
15,42,174
16,42,174
17,42,174
18,42,174
19,42,173
20,42,174
21,42,174
22,42,174
23,42,175
24,42,176
25,42,176
26,42,176
27,42,176
28,42,177
29,42,177
30,42,176
31,42,175
32,42,176
33,42,176
34,42,176
35,42,175
36,42,175
37,42,175
38,42,174
39,42,174
40,42,174
41,42,174
42,42,175
43,42,175
44,42,175
45,42,176
46,42,177
47,42,178
48,42,178
49,42,179
50,42,179
51,42,179
52,42,180
53,42,180
54,42,180
55,42,180
56,42,181
57,42,181
58,42,180
59,42,180
60,42,180
61,42,180
62,42,180
63,42,180
64,42,180
65,42,180
66,42,180
67,42,178
68,42,174
69,42,168
70,42,157
71,42,148
72,42,145
73,42,141
74,42,138
75,42,138
76,42,137
77,42,138
78,42,138
79,42,138
80,42,139
81,42,138
82,42,136
83,42,133
84,42,132
85,42,131
86,42,129
87,42,127
88,42,128
89,42,127
90,42,129
91,42,130
92,42,131
93,42,131
94,42,131
95,42,129
96,42,129
97,42,129
98,42,131
99,42,132
100,42,134
101,42,133
102,42,133
103,42,132
104,42,131
105,42,133
106,42,133
107,42,133
108,42,132
109,42,131
110,42,130
111,42,129
112,42,128
113,42,129
114,42,131
115,42,132
116,42,132
117,42,131
118,42,130
119,42,131
120,42,131
121,42,130
122,42,130
123,42,132
124,42,140
125,42,152
126,42,163
127,42,169
128,42,171
129,42,172
130,42,174
131,42,174
132,42,174
133,42,174
134,42,174
135,42,174
136,42,175
137,42,175
138,42,175
139,42,175
140,42,176
141,42,176
142,42,176
143,42,175
144,42,175
145,42,175
146,42,175
147,42,175
148,42,175
149,42,175
150,42,174
151,42,174
152,42,174
153,42,174
154,42,173
155,42,173
156,42,174
157,42,174
158,42,174
159,42,173
160,42,173
161,42,173
162,42,172
163,42,173
164,42,173
165,42,174
166,42,175
167,42,174
168,42,174
169,42,174
170,42,174
171,42,174
172,42,174
173,42,174
174,42,174
175,42,175
176,42,174
177,42,174
178,42,174
179,42,175
180,42,175
181,42,175
182,42,175
183,42,175
184,42,175
185,42,175
186,42,175
187,42,174
188,42,174
189,42,174
190,42,174
191,42,174
192,42,174
193,42,174
194,42,175
195,42,175
196,42,176
197,42,177
198,42,177
199,42,176
200,42,176
201,42,176
202,42,174
203,42,175
204,42,176
205,42,177
206,42,177
207,42,177
208,42,177
209,42,177
210,42,176
211,42,176
211,43,177
210,43,177
209,43,176
208,43,174
207,43,166
206,43,162
205,43,161
204,43,161
203,43,162
202,43,160
201,43,159
200,43,158
199,43,158
198,43,158
197,43,158
196,43,158
195,43,157
194,43,157
193,43,156
192,43,155
191,43,156
190,43,156
189,43,156
188,43,157
187,43,158
186,43,163
185,43,169
184,43,175
183,43,175
182,43,175
181,43,174
180,43,176
179,43,177
178,43,178
177,43,177
176,43,177
175,43,176
174,43,176
173,43,177
172,43,177
171,43,176
170,43,175
169,43,175
168,43,174
167,43,175
166,43,174
165,43,174
164,43,174
163,43,174
162,43,174
161,43,174
160,43,174
159,43,174
158,43,175
157,43,175
156,43,175
155,43,175
154,43,175
153,43,175
152,43,174
151,43,174
150,43,174
149,43,174
148,43,174
147,43,174
146,43,174
145,43,174
144,43,174
143,43,174
142,43,174
141,43,174
140,43,173
139,43,173
138,43,174
137,43,174
136,43,174
135,43,174
134,43,174
133,43,174
132,43,176
131,43,175
130,43,175
129,43,175
128,43,175
127,43,175
126,43,175
125,43,175
124,43,175
123,43,175
122,43,175
121,43,175
120,43,175
119,43,175
118,43,175
117,43,176
116,43,175
115,43,176
114,43,176
113,43,176
112,43,176
111,43,176
110,43,176
109,43,176
108,43,175
107,43,176
106,43,176
105,43,172
104,43,165
103,43,155
102,43,145
101,43,140
100,43,138
99,43,136
98,43,133
97,43,132
96,43,131
95,43,130
94,43,131
93,43,133
92,43,135
91,43,135
90,43,134
89,43,134
88,43,134
87,43,136
86,43,136
85,43,133
84,43,130
83,43,132
82,43,132
81,43,133
80,43,134
79,43,135
78,43,135
77,43,135
76,43,134
75,43,131
74,43,130
73,43,131
72,43,129
71,43,129
70,43,130
69,43,131
68,43,130
67,43,129
66,43,129
65,43,128
64,43,128
63,43,129
62,43,130
61,43,130
60,43,131
59,43,131
58,43,132
57,43,127
56,43,126
55,43,128
54,43,131
53,43,132
52,43,133
51,43,133
50,43,133
49,43,134
48,43,142
47,43,155
46,43,165
45,43,171
44,43,175
43,43,176
42,43,177
41,43,178
40,43,178
39,43,179
38,43,179
37,43,179
36,43,180
35,43,180
34,43,180
33,43,180
32,43,181
31,43,181
30,43,181
29,43,181
28,43,180
27,43,180
26,43,181
25,43,181
24,43,180
23,43,180
22,43,179
21,43,179
20,43,178
19,43,178
18,43,178
17,43,177
16,43,177
15,43,176
14,43,175
13,43,175
12,43,174
11,43,174
10,43,174
9,43,175
8,43,174
7,43,175
6,43,175
5,43,175
4,43,176
3,43,176
2,43,176
1,43,176
0,43,175
0,44,176
1,44,176
2,44,176
3,44,176
4,44,176
5,44,175
6,44,175
7,44,175
8,44,175
9,44,174
10,44,174
11,44,174
12,44,174
13,44,174
14,44,172
15,44,175
16,44,174
17,44,174
18,44,174
19,44,175
20,44,175
21,44,175
22,44,175
23,44,175
24,44,175
25,44,176
26,44,176
27,44,176
28,44,176
29,44,176
30,44,176
31,44,177
32,44,176
33,44,176
34,44,175
35,44,175
36,44,175
37,44,176
38,44,175
39,44,174
40,44,174
41,44,175
42,44,175
43,44,176
44,44,176
45,44,177
46,44,177
47,44,178
48,44,178
49,44,179
50,44,180
51,44,180
52,44,181
53,44,181
54,44,181
55,44,181
56,44,180
57,44,181
58,44,180
59,44,180
60,44,180
61,44,179
62,44,180
63,44,181
64,44,180
65,44,179
66,44,179
67,44,175
68,44,169
69,44,160
70,44,150
71,44,144
72,44,141
73,44,139
74,44,139
75,44,139
76,44,139
77,44,139
78,44,138
79,44,136
80,44,135
81,44,135
82,44,135
83,44,134
84,44,132
85,44,129
86,44,126
87,44,127
88,44,127
89,44,128
90,44,127
91,44,128
92,44,127
93,44,126
94,44,125
95,44,126
96,44,127
97,44,126
98,44,126
99,44,128
100,44,128
101,44,130
102,44,131
103,44,131
104,44,130
105,44,129
106,44,130
107,44,131
108,44,132
109,44,130
110,44,129
111,44,127
112,44,129
113,44,128
114,44,129
115,44,130
116,44,130
117,44,130
118,44,129
119,44,130
120,44,130
121,44,130
122,44,130
123,44,133
124,44,135
125,44,142
126,44,153
127,44,165
128,44,169
129,44,171
130,44,173
131,44,173
132,44,174
133,44,174
134,44,175
135,44,175
136,44,175
137,44,175
138,44,176
139,44,176
140,44,176
141,44,176
142,44,175
143,44,175
144,44,176
145,44,175
146,44,176
147,44,175
148,44,174
149,44,175
150,44,175
151,44,175
152,44,175
153,44,174
154,44,176
155,44,174
156,44,174
157,44,174
158,44,173
159,44,173
160,44,173
161,44,173
162,44,173
163,44,175
164,44,173
165,44,173
166,44,174
167,44,173
168,44,174
169,44,174
170,44,174
171,44,174
172,44,174
173,44,174
174,44,174
175,44,174
176,44,174
177,44,173
178,44,175
179,44,175
180,44,175
181,44,174
182,44,175
183,44,175
184,44,174
185,44,175
186,44,174
187,44,175
188,44,174
189,44,174
190,44,174
191,44,174
192,44,174
193,44,175
194,44,174
195,44,174
196,44,176
197,44,177
198,44,177
199,44,177
200,44,177
201,44,175
202,44,175
203,44,177
204,44,178
205,44,179
206,44,179
207,44,178
208,44,177
209,44,176
210,44,176
211,44,176
211,45,176
210,45,176
209,45,174
208,45,171
207,45,165
206,45,161
205,45,159
204,45,157
203,45,158
202,45,157
201,45,156
200,45,156
199,45,155
198,45,155
197,45,154
196,45,154
195,45,153
194,45,154
193,45,156
192,45,156
191,45,156
190,45,155
189,45,156
188,45,158
187,45,159
186,45,164
185,45,169
184,45,172
183,45,174
182,45,175
181,45,174
180,45,175
179,45,175
178,45,177
177,45,179
176,45,179
175,45,177
174,45,177
173,45,177
172,45,177
171,45,176
170,45,176
169,45,175
168,45,174
167,45,174
166,45,174
165,45,174
164,45,174
163,45,174
162,45,175
161,45,175
160,45,174
159,45,175
158,45,174
157,45,174
156,45,174
155,45,174
154,45,174
153,45,174
152,45,174
151,45,174
150,45,175
149,45,174
148,45,174
147,45,174
146,45,174
145,45,174
144,45,174
143,45,173
142,45,175
141,45,174
140,45,173
139,45,174
138,45,172
137,45,173
136,45,174
135,45,173
134,45,173
133,45,174
132,45,176
131,45,175
130,45,175
129,45,175
128,45,175
127,45,175
126,45,176
125,45,175
124,45,175
123,45,175
122,45,175
121,45,175
120,45,175
119,45,175
118,45,175
117,45,176
116,45,176
115,45,175
114,45,176
113,45,176
112,45,176
111,45,176
110,45,176
109,45,176
108,45,176
107,45,176
106,45,172
105,45,165
104,45,155
103,45,145
102,45,138
101,45,135
100,45,134
99,45,133
98,45,133
97,45,132
96,45,132
95,45,132
94,45,131
93,45,131
92,45,133
91,45,132
90,45,130
89,45,129
88,45,130
87,45,132
86,45,135
85,45,135
84,45,135
83,45,134
82,45,133
81,45,132
80,45,132
79,45,132
78,45,133
77,45,133
76,45,132
75,45,130
74,45,128
73,45,129
72,45,129
71,45,129
70,45,130
69,45,129
68,45,128
67,45,126
66,45,126
65,45,125
64,45,124
63,45,124
62,45,125
61,45,126
60,45,129
59,45,132
58,45,134
57,45,133
56,45,131
55,45,131
54,45,132
53,45,133
52,45,132
51,45,132
50,45,132
49,45,134
48,45,134
47,45,142
46,45,155
45,45,164
44,45,171
43,45,175
42,45,176
41,45,177
40,45,178
39,45,178
38,45,179
37,45,179
36,45,179
35,45,180
34,45,180
33,45,180
32,45,180
31,45,180
30,45,180
29,45,180
28,45,180
27,45,180
26,45,180
25,45,180
24,45,179
23,45,179
22,45,179
21,45,178
20,45,178
19,45,179
18,45,177
17,45,177
16,45,176
15,45,176
14,45,175
13,45,175
12,45,175
11,45,175
10,45,175
9,45,175
8,45,174
7,45,175
6,45,175
5,45,175
4,45,177
3,45,176
2,45,176
1,45,176
0,45,176
0,46,177
1,46,177
2,46,177
3,46,176
4,46,176
5,46,175
6,46,175
7,46,175
8,46,175
9,46,174
10,46,174
11,46,174
12,46,174
13,46,174
14,46,173
15,46,173
16,46,173
17,46,173
18,46,174
19,46,174
20,46,173
21,46,174
22,46,174
23,46,174
24,46,175
25,46,176
26,46,176
27,46,176
28,46,177
29,46,177
30,46,177
31,46,177
32,46,177
33,46,177
34,46,176
35,46,176
36,46,175
37,46,175
38,46,175
39,46,175
40,46,175
41,46,175
42,46,176
43,46,176
44,46,177
45,46,177
46,46,177
47,46,177
48,46,179
49,46,180
50,46,180
51,46,181
52,46,181
53,46,182
54,46,181
55,46,181
56,46,181
57,46,181
58,46,181
59,46,181
60,46,181
61,46,180
62,46,180
63,46,180
64,46,179
65,46,178
66,46,176
67,46,170
68,46,162
69,46,150
70,46,143
71,46,141
72,46,141
73,46,142
74,46,142
75,46,144
76,46,143
77,46,141
78,46,138
79,46,137
80,46,137
81,46,134
82,46,135
83,46,134
84,46,131
85,46,129
86,46,129
87,46,129
88,46,130
89,46,130
90,46,131
91,46,132
92,46,135
93,46,133
94,46,132
95,46,131
96,46,131
97,46,134
98,46,138
99,46,136
100,46,137
101,46,136
102,46,135
103,46,134
104,46,133
105,46,133
106,46,131
107,46,132
108,46,132
109,46,133
110,46,133
111,46,133
112,46,132
113,46,130
114,46,132
115,46,132
116,46,131
117,46,132
118,46,133
119,46,131
120,46,130
121,46,131
122,46,133
123,46,134
124,46,134
125,46,137
126,46,146
127,46,157
128,46,167
129,46,171
130,46,172
131,46,173
132,46,174
133,46,174
134,46,174
135,46,175
136,46,175
137,46,175
138,46,175
139,46,175
140,46,175
141,46,175
142,46,175
143,46,175
144,46,175
145,46,175
146,46,175
147,46,175
148,46,176
149,46,175
150,46,176
151,46,176
152,46,175
153,46,175
154,46,174
155,46,174
156,46,174
157,46,174
158,46,174
159,46,174
160,46,174
161,46,174
162,46,174
163,46,174
164,46,175
165,46,175
166,46,174
167,46,174
168,46,174
169,46,174
170,46,174
171,46,173
172,46,174
173,46,174
174,46,175
175,46,174
176,46,174
177,46,174
178,46,175
179,46,175
180,46,175
181,46,175
182,46,175
183,46,175
184,46,175
185,46,175
186,46,175
187,46,175
188,46,174
189,46,174
190,46,174
191,46,174
192,46,174
193,46,174
194,46,174
195,46,175
196,46,176
197,46,176
198,46,177
199,46,177
200,46,176
201,46,176
202,46,176
203,46,178
204,46,178
205,46,179
206,46,178
207,46,177
208,46,176
209,46,176
210,46,175
211,46,175
211,47,175
210,47,175
209,47,175
208,47,171
207,47,165
206,47,162
205,47,160
204,47,159
203,47,159
202,47,159
201,47,158
200,47,158
199,47,158
198,47,157
197,47,157
196,47,158
195,47,157
194,47,157
193,47,156
192,47,156
191,47,156
190,47,157
189,47,157
188,47,158
187,47,159
186,47,163
185,47,169
184,47,173
183,47,174
182,47,175
181,47,175
180,47,175
179,47,175
178,47,177
177,47,177
176,47,177
175,47,176
174,47,176
173,47,177
172,47,177
171,47,177
170,47,176
169,47,175
168,47,174
167,47,174
166,47,174
165,47,174
164,47,174
163,47,174
162,47,174
161,47,174
160,47,175
159,47,175
158,47,175
157,47,175
156,47,175
155,47,174
154,47,175
153,47,174
152,47,174
151,47,174
150,47,175
149,47,174
148,47,174
147,47,174
146,47,174
145,47,174
144,47,175
143,47,174
142,47,174
141,47,174
140,47,174
139,47,174
138,47,174
137,47,174
136,47,174
135,47,174
134,47,175
133,47,175
132,47,175
131,47,175
130,47,175
129,47,175
128,47,175
127,47,175
126,47,176
125,47,175
124,47,175
123,47,175
122,47,175
121,47,175
120,47,175
119,47,175
118,47,175
117,47,175
116,47,175
115,47,175
114,47,175
113,47,176
112,47,176
111,47,175
110,47,176
109,47,176
108,47,176
107,47,174
106,47,167
105,47,158
104,47,148
103,47,141
102,47,138
101,47,138
100,47,136
99,47,134
98,47,133
97,47,133
96,47,134
95,47,134
94,47,132
93,47,131
92,47,133
91,47,132
90,47,131
89,47,131
88,47,132
87,47,132
86,47,133
85,47,132
84,47,133
83,47,133
82,47,131
81,47,128
80,47,128
79,47,129
78,47,130
77,47,132
76,47,132
75,47,131
74,47,130
73,47,129
72,47,131
71,47,132
70,47,133
69,47,134
68,47,132
67,47,128
66,47,126
65,47,125
64,47,126
63,47,127
62,47,128
61,47,130
60,47,131
59,47,132
58,47,133
57,47,134
56,47,133
55,47,133
54,47,133
53,47,132
52,47,132
51,47,132
50,47,132
49,47,132
48,47,131
47,47,133
46,47,143
45,47,155
44,47,164
43,47,171
42,47,174
41,47,176
40,47,177
39,47,177
38,47,178
37,47,178
36,47,179
35,47,179
34,47,180
33,47,181
32,47,181
31,47,181
30,47,180
29,47,181
28,47,180
27,47,181
26,47,180
25,47,180
24,47,179
23,47,179
22,47,178
21,47,178
20,47,178
19,47,177
18,47,177
17,47,176
16,47,177
15,47,176
14,47,176
13,47,175
12,47,175
11,47,175
10,47,175
9,47,175
8,47,175
7,47,175
6,47,175
5,47,175
4,47,176
3,47,176
2,47,177
1,47,177
0,47,177
0,48,177
1,48,177
2,48,176
3,48,176
4,48,175
5,48,175
6,48,174
7,48,174
8,48,174
9,48,174
10,48,174
11,48,173
12,48,173
13,48,174
14,48,173
15,48,173
16,48,173
17,48,174
18,48,174
19,48,173
20,48,173
21,48,173
22,48,174
23,48,174
24,48,175
25,48,175
26,48,176
27,48,176
28,48,177
29,48,176
30,48,177
31,48,177
32,48,177
33,48,177
