x,y,value
62,5,178
61,5,178
60,5,178
59,5,178
58,5,178
57,5,178
56,5,178
55,5,178
54,5,178
53,5,178
52,5,178
51,5,178
50,5,178
49,5,178
48,5,178
47,5,178
46,5,176
45,5,177
44,5,176
43,5,175
42,5,175
41,5,175
40,5,175
39,5,176
38,5,176
37,5,175
36,5,175
35,5,176
34,5,176
33,5,176
32,5,176
31,5,177
30,5,177
29,5,177
28,5,177
27,5,178
26,5,177
25,5,178
24,5,179
23,5,177
22,5,177
21,5,177
20,5,178
19,5,178
18,5,178
17,5,177
16,5,177
15,5,177
14,5,177
13,5,178
12,5,178
11,5,178
10,5,178
9,5,178
8,5,177
7,5,177
6,5,176
5,5,177
4,5,178
3,5,178
2,5,178
1,5,177
0,5,177
0,6,177
1,6,177
2,6,177
3,6,177
4,6,177
5,6,177
6,6,177
7,6,178
8,6,176
9,6,178
10,6,178
11,6,178
12,6,178
13,6,178
14,6,178
15,6,178
16,6,179
17,6,178
18,6,178
19,6,178
20,6,178
21,6,178
22,6,177
23,6,176
24,6,176
25,6,176
26,6,178
27,6,177
28,6,176
29,6,177
30,6,177
31,6,177
32,6,178
33,6,177
34,6,177
35,6,176
36,6,176
37,6,176
38,6,175
39,6,176
40,6,176
41,6,176
42,6,176
43,6,176
44,6,177
45,6,177
46,6,177
47,6,177
48,6,177
49,6,177
50,6,177
51,6,177
52,6,177
53,6,177
54,6,176
55,6,176
56,6,176
57,6,175
58,6,175
59,6,173
60,6,174
61,6,175
62,6,175
63,6,174
64,6,173
65,6,173
66,6,173
67,6,173
68,6,174
69,6,174
70,6,175
71,6,175
72,6,173
73,6,174
74,6,174
75,6,175
76,6,175
77,6,175
78,6,175
79,6,176
80,6,176
81,6,176
82,6,175
83,6,175
84,6,175
85,6,175
86,6,175
87,6,175
88,6,175
89,6,176
90,6,176
91,6,176
92,6,176
93,6,175
94,6,175
95,6,175
96,6,175
97,6,174
98,6,174
99,6,174
100,6,174
101,6,173
102,6,173
103,6,174
104,6,173
105,6,173
106,6,173
107,6,173
108,6,173
109,6,172
110,6,173
111,6,173
112,6,173
113,6,173
114,6,173
115,6,172
116,6,172
117,6,172
118,6,172
119,6,172
120,6,172
121,6,172
122,6,172
123,6,172
124,6,172
125,6,173
126,6,172
127,6,172
128,6,172
129,6,172
130,6,172
131,6,172
132,6,172
133,6,172
134,6,173
135,6,172
136,6,173
137,6,172
138,6,172
139,6,172
140,6,172
141,6,172
142,6,173
143,6,172
144,6,173
145,6,172
146,6,171
147,6,171
148,6,172
149,6,172
150,6,172
151,6,172
152,6,172
153,6,172
154,6,172
155,6,173
156,6,172
157,6,172
158,6,172
159,6,172
160,6,172
161,6,172
162,6,173
163,6,173
164,6,171
165,6,173
166,6,172
167,6,172
168,6,172
169,6,172
170,6,171
171,6,172
172,6,171
173,6,170
174,6,169
175,6,170
176,6,170
177,6,171
178,6,172
179,6,172
180,6,172
181,6,171
182,6,171
183,6,171
184,6,172
185,6,173
186,6,172
187,6,172
188,6,172
189,6,172
190,6,172
191,6,172
192,6,171
193,6,172
194,6,172
195,6,173
196,6,174
197,6,174
198,6,175
199,6,175
200,6,175
201,6,174
202,6,172
203,6,169
204,6,173
205,6,173
206,6,173
207,6,172
208,6,173
209,6,172
210,6,172
211,6,172
211,7,173
210,7,174
209,7,173
208,7,171
207,7,167
206,7,162
205,7,160
204,7,159
203,7,158
202,7,157
201,7,156
200,7,156
199,7,155
198,7,155
197,7,155
196,7,154
195,7,154
194,7,154
193,7,155
192,7,156
191,7,156
190,7,156
189,7,157
188,7,159
187,7,160
186,7,165
185,7,169
184,7,172
183,7,173
182,7,172
181,7,171
180,7,172
179,7,172
178,7,172
177,7,173
176,7,175
175,7,175
174,7,175
173,7,175
172,7,175
171,7,175
170,7,174
169,7,174
168,7,173
167,7,173
166,7,173
165,7,173
164,7,173
163,7,173
162,7,173
161,7,173
160,7,172
159,7,172
158,7,172
157,7,172
156,7,172
155,7,172
154,7,172
153,7,171
152,7,170
151,7,170
150,7,171
149,7,171
148,7,171
147,7,172
146,7,172
145,7,172
144,7,173
143,7,172
142,7,173
141,7,173
140,7,172
139,7,172
138,7,172
137,7,172
136,7,173
135,7,172
134,7,172
133,7,172
132,7,172
131,7,173
130,7,173
129,7,172
128,7,172
127,7,172
126,7,172
125,7,172
124,7,173
123,7,173
122,7,172
121,7,172
120,7,172
119,7,172
118,7,172
117,7,172
116,7,172
115,7,172
114,7,172
113,7,172
112,7,172
111,7,172
110,7,172
109,7,172
108,7,173
107,7,172
106,7,173
105,7,173
104,7,172
103,7,173
102,7,173
101,7,173
100,7,173
99,7,173
98,7,173
97,7,173
96,7,173
95,7,173
94,7,173
93,7,173
92,7,174
91,7,173
90,7,171
89,7,168
88,7,167
87,7,166
86,7,165
85,7,164
84,7,165
83,7,165
82,7,165
81,7,164
80,7,163
79,7,163
78,7,163
77,7,163
76,7,164
75,7,163
74,7,164
73,7,163
72,7,164
71,7,164
70,7,164
69,7,163
68,7,164
67,7,164
66,7,164
65,7,164
64,7,163
63,7,163
62,7,164
61,7,165
60,7,165
59,7,164
58,7,164
57,7,163
56,7,163
55,7,162
54,7,162
53,7,161
52,7,160
51,7,161
50,7,161
49,7,160
48,7,160
47,7,160
46,7,160
45,7,159
44,7,158
43,7,158
42,7,158
41,7,157
40,7,157
39,7,158
38,7,154
37,7,156
36,7,156
35,7,157
34,7,157
33,7,157
32,7,158
31,7,158
30,7,158
29,7,158
28,7,157
27,7,157
26,7,157
25,7,156
24,7,157
23,7,157
22,7,158
21,7,157
20,7,156
19,7,156
18,7,155
17,7,157
16,7,156
15,7,155
14,7,154
13,7,153
12,7,153
11,7,152
10,7,153
9,7,153
8,7,156
7,7,163
6,7,169
5,7,173
4,7,175
3,7,176
2,7,176
1,7,176
0,7,176
0,8,177
1,8,177
2,8,177
3,8,177
4,8,176
5,8,177
6,8,177
7,8,177
8,8,177
9,8,177
10,8,177
11,8,177
12,8,177
13,8,177
14,8,177
15,8,177
16,8,177
17,8,177
18,8,177
19,8,177
20,8,177
21,8,177
22,8,177
23,8,177
24,8,177
25,8,177
26,8,177
27,8,177
28,8,177
29,8,177
30,8,177
31,8,177
32,8,177
33,8,176
34,8,171
35,8,160
36,8,146
37,8,139
38,8,135
39,8,133
40,8,131
41,8,130
42,8,128
43,8,128
44,8,130
45,8,130
46,8,129
47,8,129
48,8,130
49,8,127
50,8,130
51,8,130
52,8,130
53,8,130
54,8,130
55,8,129
56,8,130
57,8,130
58,8,129
59,8,128
60,8,126
61,8,125
62,8,125
63,8,124
64,8,125
65,8,127
66,8,126
67,8,126
68,8,127
69,8,127
70,8,128
71,8,129
72,8,129
73,8,129
74,8,129
75,8,128
76,8,127
77,8,127
78,8,127
79,8,126
80,8,127
81,8,129
82,8,128
83,8,129
84,8,129
85,8,128
86,8,126
87,8,127
88,8,128
89,8,129
90,8,131
91,8,132
92,8,133
93,8,132
94,8,131
95,8,130
96,8,129
97,8,130
98,8,130
99,8,129
100,8,129
101,8,127
102,8,126
103,8,128
104,8,129
105,8,127
106,8,128
107,8,130
108,8,131
109,8,131
110,8,136
111,8,146
112,8,158
113,8,165
114,8,168
115,8,169
116,8,170
117,8,171
118,8,171
119,8,171
120,8,171
121,8,171
122,8,171
123,8,171
124,8,171
125,8,172
126,8,172
127,8,172
128,8,172
129,8,172
130,8,172
131,8,172
132,8,172
133,8,171
134,8,171
135,8,171
136,8,172
137,8,172
138,8,172
139,8,172
140,8,172
141,8,171
142,8,172
143,8,172
144,8,172
145,8,172
146,8,172
147,8,172
148,8,172
149,8,172
150,8,171
151,8,172
152,8,172
153,8,172
154,8,173
155,8,173
156,8,173
157,8,172
158,8,173
159,8,172
160,8,172
161,8,172
162,8,172
163,8,172
164,8,172
165,8,173
166,8,172
167,8,172
168,8,172
169,8,172
170,8,172
171,8,171
172,8,172
173,8,172
174,8,172
175,8,172
176,8,172
177,8,172
178,8,172
179,8,173
180,8,173
181,8,173
182,8,172
183,8,173
184,8,173
185,8,172
186,8,172
187,8,173
188,8,173
189,8,173
190,8,172
191,8,173
192,8,173
193,8,173
194,8,173
195,8,173
196,8,174
197,8,175
198,8,175
199,8,175
200,8,175
201,8,174
202,8,172
203,8,170
204,8,173
205,8,173
206,8,172
207,8,172
208,8,171
209,8,172
210,8,172
211,8,172
211,9,172
210,9,173
209,9,172
208,9,170
207,9,165
206,9,161
205,9,160
204,9,159
203,9,157
202,9,157
201,9,156
200,9,156
199,9,156
198,9,155
197,9,156
196,9,155
195,9,154
194,9,154
193,9,155
192,9,155
191,9,156
190,9,158
189,9,157
188,9,158
187,9,158
186,9,163
185,9,166
184,9,171
183,9,172
182,9,172
181,9,171
180,9,171
179,9,171
178,9,172
177,9,173
176,9,174
175,9,174
174,9,174
173,9,175
172,9,175
171,9,174
170,9,174
169,9,173
168,9,173
167,9,174
166,9,173
165,9,173
164,9,173
163,9,173
162,9,173
161,9,173
160,9,172
159,9,172
158,9,172
157,9,172
156,9,172
155,9,172
154,9,172
153,9,172
152,9,172
151,9,172
150,9,172
149,9,172
148,9,170
147,9,172
146,9,172
145,9,173
144,9,172
143,9,172
142,9,172
141,9,172
140,9,171
139,9,172
138,9,172
137,9,172
136,9,172
135,9,173
134,9,173
133,9,172
132,9,171
131,9,172
130,9,172
129,9,172
128,9,173
127,9,172
126,9,172
125,9,172
124,9,173
123,9,172
122,9,172
121,9,172
120,9,173
119,9,172
118,9,172
117,9,172
116,9,172
115,9,173
114,9,172
113,9,171
112,9,171
111,9,172
110,9,172
109,9,172
108,9,173
107,9,173
106,9,173
105,9,173
104,9,173
103,9,173
102,9,173
101,9,173
100,9,173
99,9,173
98,9,173
97,9,173
96,9,172
95,9,173
94,9,173
93,9,173
92,9,173
91,9,168
90,9,158
89,9,147
88,9,138
87,9,135
86,9,134
85,9,135
84,9,134
83,9,133
82,9,132
81,9,132
80,9,133
79,9,133
78,9,133
77,9,132
76,9,133
75,9,133
74,9,133
73,9,132
72,9,132
71,9,133
70,9,133
69,9,132
68,9,131
67,9,130
66,9,130
65,9,132
64,9,130
63,9,131
62,9,131
61,9,130
60,9,129
59,9,129
58,9,131
57,9,129
56,9,129
55,9,129
54,9,129
53,9,129
52,9,129
51,9,129
50,9,128
49,9,129
48,9,128
47,9,128
46,9,128
45,9,129
44,9,126
43,9,125
42,9,125
41,9,127
40,9,127
39,9,127
38,9,127
37,9,126
36,9,125
35,9,125
34,9,127
33,9,128
32,9,127
31,9,126
30,9,125
29,9,125
28,9,128
27,9,129
26,9,130
25,9,130
24,9,129
23,9,128
22,9,128
21,9,129
20,9,130
19,9,129
18,9,128
17,9,128
16,9,129
15,9,131
14,9,131
13,9,131
12,9,130
11,9,129
10,9,128
9,9,128
8,9,134
7,9,148
6,9,159
5,9,167
4,9,171
3,9,173
2,9,173
1,9,174
0,9,174
0,10,175
1,10,175
2,10,176
3,10,176
4,10,176
5,10,176
6,10,176
7,10,176
8,10,176
9,10,176
10,10,177
11,10,177
12,10,177
13,10,177
14,10,177
15,10,177
16,10,177
17,10,177
18,10,177
19,10,177
20,10,177
21,10,177
22,10,177
23,10,177
24,10,177
25,10,176
26,10,176
27,10,176
28,10,176
29,10,176
30,10,176
31,10,176
32,10,176
33,10,175
34,10,169
35,10,156
36,10,143
37,10,136
38,10,133
39,10,132
40,10,131
41,10,129
42,10,127
43,10,129
44,10,130
45,10,131
46,10,132
47,10,132
48,10,132
49,10,130
50,10,130
51,10,130
52,10,130
53,10,131
54,10,130
55,10,128
56,10,127
57,10,129
58,10,128
59,10,126
60,10,124
61,10,123
62,10,124
63,10,124
64,10,125
65,10,125
66,10,127
67,10,127
68,10,126
69,10,125
70,10,124
71,10,124
72,10,125
73,10,126
74,10,126
75,10,126
76,10,126
77,10,128
78,10,130
79,10,131
80,10,132
81,10,132
82,10,131
83,10,130
84,10,130
85,10,131
86,10,129
87,10,128
88,10,128
89,10,129
90,10,130
91,10,131
92,10,129
93,10,126
94,10,127
95,10,127
96,10,128
97,10,128
98,10,128
99,10,129
100,10,127
101,10,126
102,10,125
103,10,127
104,10,127
105,10,128
106,10,130
107,10,130
108,10,131
109,10,130
110,10,129
111,10,135
112,10,148
113,10,161
114,10,166
115,10,169
116,10,170
117,10,169
118,10,170
119,10,171
120,10,171
121,10,171
122,10,172
123,10,172
124,10,171
125,10,172
126,10,172
127,10,171
128,10,171
129,10,171
130,10,171
131,10,171
132,10,171
133,10,169
134,10,170
135,10,170
136,10,171
137,10,171
138,10,172
139,10,172
140,10,172
141,10,173
142,10,172
143,10,172
144,10,172
145,10,172
146,10,172
147,10,172
148,10,172
149,10,172
150,10,171
151,10,172
152,10,172
153,10,172
154,10,172
155,10,172
156,10,172
157,10,173
158,10,172
159,10,172
160,10,172
161,10,172
162,10,172
163,10,172
164,10,172
165,10,172
166,10,173
167,10,173
168,10,172
169,10,171
170,10,172
171,10,172
172,10,172
173,10,172
174,10,172
175,10,172
176,10,172
177,10,172
178,10,173
179,10,173
180,10,172
181,10,172
182,10,173
183,10,173
184,10,173
185,10,172
186,10,173
187,10,172
188,10,172
189,10,173
190,10,173
191,10,173
192,10,173
193,10,173
194,10,173
195,10,173
196,10,174
197,10,174
198,10,175
199,10,175
200,10,175
201,10,175
202,10,173
203,10,170
204,10,172
205,10,172
206,10,172
